activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,STATUS
,1661219,[],CHEMBL863381,Displacement of [3H]17beta-estradiol from recombinant human ERalpha expressed in 293T cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Oc1ccc(-c2noc(C(F)(F)F)c2-c2ccccc2)cc1,,,CHEMBL1141242,Bioorg. Med. Chem. Lett.,2005.0,"{'bei': '26.44', 'le': '0.50', 'lle': '3.34', 'sei': '17.45'}",CHEMBL200021,,CHEMBL200021,8.07,0,http://www.openphacts.org/units/Nanomolar,410330,=,1,1,=,,IC50,nM,,8.5,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,8.5,active
,1661220,[],CHEMBL863381,Displacement of [3H]17beta-estradiol from recombinant human ERalpha expressed in 293T cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Oc1ccc(-n2c(-c3ccccc3Cl)nc3ccccc32)cc1,,,CHEMBL1141242,Bioorg. Med. Chem. Lett.,2005.0,"{'bei': '17.96', 'le': '0.34', 'lle': '0.71', 'sei': '15.14'}",CHEMBL201365,,CHEMBL201365,5.76,0,http://www.openphacts.org/units/Nanomolar,410329,=,1,1,=,,IC50,nM,,1730.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1730.0,intermediate
,1661221,[],CHEMBL863381,Displacement of [3H]17beta-estradiol from recombinant human ERalpha expressed in 293T cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nocc1-c1nc2ccccc2n1-c1ccc(O)cc1,,,CHEMBL1141242,Bioorg. Med. Chem. Lett.,2005.0,"{'bei': '20.38', 'le': '0.37', 'lle': '2.25', 'sei': '9.26'}",CHEMBL372411,,CHEMBL372411,5.94,0,http://www.openphacts.org/units/Nanomolar,410328,=,1,1,=,,IC50,nM,,1160.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1160.0,intermediate
,1661222,[],CHEMBL863381,Displacement of [3H]17beta-estradiol from recombinant human ERalpha expressed in 293T cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cccc1-c1nc2ccccc2n1-c1ccc(O)cc1,,,CHEMBL1141242,Bioorg. Med. Chem. Lett.,2005.0,"{'bei': '19.12', 'le': '0.34', 'lle': '1.79', 'sei': '12.87'}",CHEMBL199599,,CHEMBL199599,5.53,0,http://www.openphacts.org/units/Nanomolar,410327,=,1,1,=,,IC50,nM,,2940.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,2940.0,intermediate
,1661223,[],CHEMBL863381,Displacement of [3H]17beta-estradiol from recombinant human ERalpha expressed in 293T cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Oc1ccc(-n2c(-c3cccs3)nc3ccccc32)cc1,,,CHEMBL1141242,Bioorg. Med. Chem. Lett.,2005.0,,CHEMBL200903,,CHEMBL200903,,0,http://www.openphacts.org/units/Nanomolar,410326,>,1,1,>,,IC50,nM,,6260.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,6260.0,intermediate
,1661224,[],CHEMBL863381,Displacement of [3H]17beta-estradiol from recombinant human ERalpha expressed in 293T cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Oc1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1,,,CHEMBL1141242,Bioorg. Med. Chem. Lett.,2005.0,"{'bei': '20.06', 'le': '0.36', 'lle': '1.34', 'sei': '15.10'}",CHEMBL200483,,CHEMBL200483,5.75,0,http://www.openphacts.org/units/Nanomolar,410325,=,1,1,=,,IC50,nM,,1800.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1800.0,intermediate
,1680655,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C=C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '18.68', 'le': '0.35', 'lle': '1.81', 'sei': '13.97'}",CHEMBL373019,,CHEMBL373019,5.65,0,http://www.openphacts.org/units/Nanomolar,425137,=,1,1,=,,IC50,nM,,2236.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,2236.0,intermediate
,1680663,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C=C[C@]12CCC(=O)C=C1CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL203748,,CHEMBL203748,,0,http://www.openphacts.org/units/Nanomolar,425162,>,1,1,>,,IC50,nM,,10000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,10000.0,inactive
,1680665,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C#C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@@]21C,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '20.93', 'le': '0.39', 'lle': '2.99', 'sei': '16.89'}",CHEMBL381566,,CHEMBL381566,6.83,0,http://www.openphacts.org/units/Nanomolar,425160,=,1,1,=,,IC50,nM,,147.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,147.0,active
,1680666,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C=C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@]2(C)O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '18.89', 'le': '0.35', 'lle': '1.75', 'sei': '14.77'}",CHEMBL204642,,CHEMBL204642,5.98,0,http://www.openphacts.org/units/Nanomolar,425159,=,1,1,=,,IC50,nM,,1053.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1053.0,intermediate
,1680667,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43C=O)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL380978,,CHEMBL380978,,0,http://www.openphacts.org/units/Nanomolar,425158,>,1,1,>,,IC50,nM,,10000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,10000.0,inactive
,1680668,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43CO)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.97', 'le': '0.32', 'lle': '2.56', 'sei': '8.57'}",CHEMBL382632,,CHEMBL382632,5.20,0,http://www.openphacts.org/units/Nanomolar,425157,=,1,1,=,,IC50,nM,,6324.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,6324.0,intermediate
,1680670,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C#CC[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.96', 'le': '0.32', 'lle': '1.66', 'sei': '13.18'}",CHEMBL203561,,CHEMBL203561,5.33,0,http://www.openphacts.org/units/Nanomolar,425155,=,1,1,=,,IC50,nM,,4643.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,4643.0,intermediate
,1680671,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,CC#C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL201809,,CHEMBL201809,,0,http://www.openphacts.org/units/Nanomolar,425154,>,1,1,>,,IC50,nM,,8419.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,8419.0,intermediate
,1680672,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C#C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '21.21', 'le': '0.40', 'lle': '3.09', 'sei': '15.75'}",CHEMBL437065,,CHEMBL437065,6.37,0,http://www.openphacts.org/units/Nanomolar,425153,=,1,1,=,,IC50,nM,,425.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,425.0,active
,1680673,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCC[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.60', 'le': '0.31', 'lle': '0.84', 'sei': '13.07'}",CHEMBL201517,,CHEMBL201517,5.29,0,http://www.openphacts.org/units/Nanomolar,425152,=,1,1,=,,IC50,nM,,5155.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,5155.0,intermediate
,1680674,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '18.50', 'le': '0.35', 'lle': '1.57', 'sei': '13.92'}",CHEMBL382097,,CHEMBL382097,5.63,0,http://www.openphacts.org/units/Nanomolar,425151,=,1,1,=,,IC50,nM,,2329.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,2329.0,intermediate
,1680675,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '18.20', 'le': '0.34', 'lle': '1.53', 'sei': '14.24'}",CHEMBL369979,,CHEMBL369979,5.76,0,http://www.openphacts.org/units/Nanomolar,425150,=,1,1,=,,IC50,nM,,1738.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1738.0,intermediate
,1680676,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43CC=O)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL201364,,CHEMBL201364,,0,http://www.openphacts.org/units/Nanomolar,425149,>,1,1,>,,IC50,nM,,1000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1000.0,active
,1680677,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,CC/C=C\[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.69', 'le': '0.31', 'lle': '0.90', 'sei': '13.64'}",CHEMBL369991,,CHEMBL369991,5.52,0,http://www.openphacts.org/units/Nanomolar,425148,=,1,1,=,,IC50,nM,,3042.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,3042.0,intermediate
,1680678,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C/[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '18.75', 'le': '0.35', 'lle': '1.70', 'sei': '14.67'}",CHEMBL202415,,CHEMBL202415,5.93,0,http://www.openphacts.org/units/Nanomolar,425147,=,1,1,=,,IC50,nM,,1164.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1164.0,intermediate
,1680679,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C\[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '18.04', 'le': '0.34', 'lle': '1.48', 'sei': '14.11'}",CHEMBL383253,,CHEMBL383253,5.71,0,http://www.openphacts.org/units/Nanomolar,425146,=,1,1,=,,IC50,nM,,1956.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1956.0,intermediate
,1680680,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,CO/C=C/[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL204389,,CHEMBL204389,,0,http://www.openphacts.org/units/Nanomolar,425145,>,1,1,>,,IC50,nM,,10000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,10000.0,inactive
,1680681,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,CO/C=C\[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.47', 'le': '0.31', 'lle': '1.67', 'sei': '11.02'}",CHEMBL380876,,CHEMBL380876,5.47,0,http://www.openphacts.org/units/Nanomolar,425144,=,1,1,=,,IC50,nM,,3349.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,3349.0,intermediate
,1680682,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/Br)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '14.16', 'le': '0.32', 'lle': '0.84', 'sei': '13.35'}",CHEMBL204317,,CHEMBL204317,5.40,0,http://www.openphacts.org/units/Nanomolar,425143,=,1,1,=,,IC50,nM,,3984.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,3984.0,intermediate
,1680683,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C\Br)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL379441,,CHEMBL379441,,0,http://www.openphacts.org/units/Nanomolar,425142,>,1,1,>,,IC50,nM,,10000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,10000.0,inactive
,1680684,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/Cl)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.59', 'le': '0.31', 'lle': '0.85', 'sei': '12.98'}",CHEMBL370236,,CHEMBL370236,5.25,0,http://www.openphacts.org/units/Nanomolar,425141,=,1,1,=,,IC50,nM,,5600.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,5600.0,intermediate
,1680685,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C\Cl)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.36', 'le': '0.31', 'lle': '0.77', 'sei': '12.79'}",CHEMBL201569,,CHEMBL201569,5.17,0,http://www.openphacts.org/units/Nanomolar,425140,=,1,1,=,,IC50,nM,,6690.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,6690.0,intermediate
,1680686,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/F)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.79', 'le': '0.32', 'lle': '1.25', 'sei': '13.30'}",CHEMBL202400,,CHEMBL202400,5.38,0,http://www.openphacts.org/units/Nanomolar,425139,=,1,1,=,,IC50,nM,,4165.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,4165.0,intermediate
,1680687,[],CHEMBL865276,Binding affinity to human ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C\F)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.75', 'le': '0.32', 'lle': '1.24', 'sei': '13.27'}",CHEMBL202007,,CHEMBL202007,5.37,0,http://www.openphacts.org/units/Nanomolar,425138,=,1,1,=,,IC50,nM,,4280.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,4280.0,intermediate
,1694885,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(O)ccc2c1oc(=O)c1c(C)cccc12,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL204959,,CHEMBL204959,,0,http://www.openphacts.org/units/Nanomolar,441877,>,1,1,>,,IC50,nM,,10000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,10000.0,inactive
,1694889,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C=Cc1cc(O)cc2c1-c1ccc(O)c(C)c1CC2,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '26.24', 'le': '0.48', 'lle': '2.81', 'sei': '16.36'}",CHEMBL205119,EFFUSOL,CHEMBL205119,6.62,0,http://www.openphacts.org/units/Nanomolar,441936,=,1,1,=,,IC50,nM,,240.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,240.0,active
,1694890,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCC1(C)Oc2c(ccc(O)c2C)-c2c(C)cc(O)c(C)c21,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '21.92', 'le': '0.40', 'lle': '1.93', 'sei': '13.69'}",CHEMBL203123,,CHEMBL203123,6.80,0,http://www.openphacts.org/units/Nanomolar,441935,=,1,1,=,,IC50,nM,,157.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,157.0,active
,1694891,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(O)ccc2c1OC(C)(C)c1c-2ccc(O)c1C,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '23.41', 'le': '0.43', 'lle': '2.32', 'sei': '12.74'}",CHEMBL204025,,CHEMBL204025,6.33,0,http://www.openphacts.org/units/Nanomolar,441934,=,1,1,=,,IC50,nM,,468.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,468.0,active
,1694892,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)cc2c1-c1ccc(O)c(C)c1OC2CC(C)C,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '20.79', 'le': '0.39', 'lle': '1.34', 'sei': '12.48'}",CHEMBL204024,,CHEMBL204024,6.20,0,http://www.openphacts.org/units/Nanomolar,441933,=,1,1,=,,IC50,nM,,627.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,627.0,active
,1694894,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)c(C)c2c1-c1ccc(O)c(C)c1OC2C,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '24.51', 'le': '0.45', 'lle': '2.49', 'sei': '13.33'}",CHEMBL206584,,CHEMBL206584,6.62,0,http://www.openphacts.org/units/Nanomolar,441931,=,1,1,=,,IC50,nM,,237.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,237.0,active
,1694895,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC1Oc2c(ccc(O)c2C)-c2c(C)cc(O)cc21,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '21.82', 'le': '0.40', 'lle': '1.58', 'sei': '12.48'}",CHEMBL202673,,CHEMBL202673,6.20,0,http://www.openphacts.org/units/Nanomolar,441930,=,1,1,=,,IC50,nM,,626.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,626.0,active
,1694896,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCC1Oc2c(ccc(O)c2C)-c2c(C)cc(O)cc21,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '23.53', 'le': '0.43', 'lle': '2.13', 'sei': '12.80'}",CHEMBL206439,,CHEMBL206439,6.36,0,http://www.openphacts.org/units/Nanomolar,441929,=,1,1,=,,IC50,nM,,435.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,435.0,active
,1694897,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCC1Oc2c(ccc(O)c2C)-c2ccc(O)c(C)c21,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '25.88', 'le': '0.48', 'lle': '2.77', 'sei': '14.08'}",CHEMBL206547,,CHEMBL206547,7.00,0,http://www.openphacts.org/units/Nanomolar,441928,=,1,1,=,,IC50,nM,,101.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,101.0,active
,1694898,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(O)ccc2c1OC(C)c1c-2ccc(O)c1C,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '25.26', 'le': '0.47', 'lle': '2.63', 'sei': '13.03'}",CHEMBL381337,,CHEMBL381337,6.47,0,http://www.openphacts.org/units/Nanomolar,441927,=,1,1,=,,IC50,nM,,335.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,335.0,active
,1694899,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)cc2c1-c1ccc(O)c(C)c1OC2C,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '23.09', 'le': '0.43', 'lle': '2.08', 'sei': '11.91'}",CHEMBL380362,,CHEMBL380362,5.92,0,http://www.openphacts.org/units/Nanomolar,441926,=,1,1,=,,IC50,nM,,1210.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1210.0,intermediate
,1694900,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)cc2c1-c1ccc(O)c(C)c1OC2,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '24.71', 'le': '0.45', 'lle': '2.72', 'sei': '12.05'}",CHEMBL206582,,CHEMBL206582,5.99,0,http://www.openphacts.org/units/Nanomolar,441925,=,1,1,=,,IC50,nM,,1030.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1030.0,intermediate
,1694901,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(O)ccc2c1COc1c-2ccc(O)c1C,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '22.03', 'le': '0.40', 'lle': '2.07', 'sei': '10.74'}",CHEMBL378798,,CHEMBL378798,5.34,0,http://www.openphacts.org/units/Nanomolar,441924,=,1,1,=,,IC50,nM,,4610.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,4610.0,intermediate
,1694902,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(O)c(Cl)c(C)c2c1c(=O)oc1c(Cl)c(O)ccc12,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '19.14', 'le': '0.40', 'lle': '1.94', 'sei': '8.81'}",CHEMBL203348,,CHEMBL203348,6.22,0,http://www.openphacts.org/units/Nanomolar,441923,=,1,1,=,,IC50,nM,,597.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,597.0,active
,1694903,[],CHEMBL865582,Binding affinity to ERalpha,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(O)c(Cl)cc2c1c(=O)oc1c(Cl)c(O)ccc12,,,CHEMBL1139663,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '20.19', 'le': '0.43', 'lle': '2.31', 'sei': '8.89'}",CHEMBL203340,,CHEMBL203340,6.28,0,http://www.openphacts.org/units/Nanomolar,441922,=,1,1,=,,IC50,nM,,524.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,524.0,active
